timestamp,burst,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw,serie
1447410583133402,1,INS_SOLUTION_GOOD,51.760486,-1.261683,109.248355,5735828.886,619967.945926,-109.248355,30U,-6.687914,2.76847,-0.112015,-0.006614,0.001227,2.743749,6
1447410583445902,1,INS_SOLUTION_GOOD,51.760467,-1.26167,109.282507,5735826.770737,619968.884881,-109.282507,30U,-6.661419,2.788553,-0.147483,-0.008413,-0.01208,2.742941,6
1447410584883416,1,INS_SOLUTION_GOOD,51.760383,-1.261613,109.327343,5735817.568247,619973.034206,-109.327343,30U,-6.501064,2.574018,0.00448,-0.005386,-0.008372,2.760318,7
1447410585195920,1,INS_SOLUTION_GOOD,51.760364,-1.261603,109.356181,5735815.477725,619973.824682,-109.356181,30U,-6.438268,2.496751,-0.073976,-0.000391,-0.002765,2.765425,7
1447410585508425,1,INS_SOLUTION_GOOD,51.760346,-1.261591,109.383243,5735813.447998,619974.662934,-109.383243,30U,-6.383475,2.409678,-0.07486,0.003921,-0.010611,2.770244,7
1447410585820928,1,INS_SOLUTION_GOOD,51.760329,-1.261581,109.387757,5735811.562298,619975.433544,-109.387757,30U,-6.327884,2.3716,-0.030236,0.002587,-0.009322,2.774283,7
1447410586133432,1,INS_SOLUTION_GOOD,51.760311,-1.26157,109.447982,5735809.592446,619976.229136,-109.447982,30U,-6.2582,2.336414,-0.012033,0.00292,-0.008907,2.77711,7
1447410587695948,1,INS_SOLUTION_GOOD,51.760225,-1.261519,109.5657,5735800.18446,619979.938877,-109.5657,30U,-5.916521,2.115074,-0.018413,0.00583,-0.007326,2.787783,8
1447410588070954,1,INS_SOLUTION_GOOD,51.760205,-1.261508,109.578432,5735797.971748,619980.793483,-109.578432,30U,-5.843021,2.079532,-0.057347,-6.4e-05,-0.008696,2.788578,8
1447410588445957,1,INS_SOLUTION_GOOD,51.760186,-1.261496,109.629526,5735795.816351,619981.683803,-109.629526,30U,-5.772478,2.05138,-0.06912,0.002559,-0.006361,2.791028,8
1447410588820960,1,INS_SOLUTION_GOOD,51.760167,-1.261485,109.646285,5735793.764637,619982.458459,-109.646285,30U,-5.72333,1.991684,-0.040017,0.009783,-0.010464,2.79706,8
1447410589195965,1,INS_SOLUTION_GOOD,51.760148,-1.261474,109.69239,5735791.629074,619983.287823,-109.69239,30U,-5.672359,1.91475,-0.038739,0.018255,-0.009688,2.801506,8
1447410591008479,1,INS_SOLUTION_GOOD,51.760057,-1.261425,109.736048,5735781.628297,619986.923815,-109.736048,30U,-5.498832,1.823862,0.013157,0.025065,-0.014103,2.806839,9
1447410591383483,1,INS_SOLUTION_GOOD,51.760039,-1.261414,109.724581,5735779.686087,619987.669013,-109.724581,30U,-5.56577,1.853241,-0.059672,0.023421,-0.006847,2.807526,9
1447410591820983,1,INS_SOLUTION_GOOD,51.760017,-1.261403,109.737007,5735777.227927,619988.544009,-109.737007,30U,-5.702965,1.882978,-0.036385,0.025032,-0.012186,2.81027,9
1447410592195983,1,INS_SOLUTION_GOOD,51.759997,-1.261392,109.805967,5735775.043103,619989.342522,-109.805967,30U,-5.849101,1.915242,0.024747,0.033407,-0.023259,2.810566,9
1447410592570987,1,INS_SOLUTION_GOOD,51.759977,-1.261381,109.772652,5735772.81676,619990.128226,-109.772652,30U,-5.961529,1.908509,0.070865,0.034411,-0.015584,2.814242,9
1447410594196009,1,INS_SOLUTION_GOOD,51.759889,-1.261336,109.744785,5735763.066632,619993.495653,-109.744785,30U,-6.150555,1.801075,-0.02178,0.03252,-0.018529,2.841171,10
1447410594508514,1,INS_SOLUTION_GOOD,51.759871,-1.261328,109.728128,5735761.112409,619994.118033,-109.728128,30U,-6.164227,1.756819,-0.000171,0.032258,-0.017443,2.844881,10
1447410594883513,1,INS_SOLUTION_GOOD,51.759851,-1.261318,109.717921,5735758.912642,619994.807209,-109.717921,30U,-6.169359,1.733719,0.048098,0.038488,-0.019609,2.848216,10
1447410595196017,1,INS_SOLUTION_GOOD,51.759834,-1.261309,109.776773,5735756.990848,619995.47067,-109.776773,30U,-6.155543,1.765204,0.051696,0.036075,-0.02243,2.846334,10
1447410595508530,1,INS_SOLUTION_GOOD,51.759816,-1.261301,109.758297,5735755.037394,619996.083012,-109.758297,30U,-6.135283,1.79703,0.048825,0.040051,-0.023702,2.843336,10
1447410597133528,1,INS_SOLUTION_GOOD,51.759728,-1.261257,109.723762,5735745.265344,619999.349663,-109.723762,30U,-6.238072,1.893516,0.045833,0.038477,-0.01764,2.832444,11
1447410597446032,1,INS_SOLUTION_GOOD,51.75971,-1.261248,109.690555,5735743.273609,620000.019269,-109.690555,30U,-6.354858,1.929261,0.015431,0.036155,-0.017393,2.83492,11
1447410597758538,1,INS_SOLUTION_GOOD,51.759692,-1.26124,109.679403,5735741.367799,620000.639414,-109.679403,30U,-6.425177,1.953682,0.071201,0.034125,-0.01295,2.834051,11
1447410598071036,1,INS_SOLUTION_GOOD,51.759674,-1.261231,109.676553,5735739.317924,620001.31579,-109.676553,30U,-6.489049,1.971235,0.026271,0.028037,-0.015927,2.829818,11
1447410598383545,1,INS_SOLUTION_GOOD,51.759655,-1.261221,109.705798,5735737.27033,620002.058731,-109.705798,30U,-6.559277,2.043072,0.065093,0.021614,-0.011696,2.827006,11
1447410599821060,1,INS_SOLUTION_GOOD,51.759569,-1.261177,109.710304,5735727.719424,620005.30159,-109.710304,30U,-7.024252,2.114907,-0.012354,-0.001089,-0.014906,2.835445,12
1447410600133562,1,INS_SOLUTION_GOOD,51.759548,-1.261167,109.698377,5735725.472708,620006.037704,-109.698377,30U,-7.129996,2.120305,0.014377,-0.00666,-0.010566,2.839458,12
1447410600446065,1,INS_SOLUTION_GOOD,51.75953,-1.261153,109.670647,5735723.46645,620007.063944,-109.670647,30U,-7.206387,2.111157,0.029578,-0.005295,-0.01463,2.844329,12
1447410600758570,1,INS_SOLUTION_GOOD,51.75951,-1.261144,109.661469,5735721.312565,620007.753181,-109.661469,30U,-7.281647,2.094708,0.052737,-0.004785,-0.018184,2.847472,12
1447410601071072,1,INS_SOLUTION_GOOD,51.759489,-1.261134,109.642145,5735718.994637,620008.485917,-109.642145,30U,-7.316765,2.141281,0.092281,-0.003497,-0.015454,2.84844,12
1447410602383587,1,INS_SOLUTION_GOOD,51.759403,-1.261092,109.638537,5735709.480916,620011.603334,-109.638537,30U,-7.389615,2.263983,0.025709,-0.008758,-0.010444,2.83522,13
1447410602633589,1,INS_SOLUTION_GOOD,51.759386,-1.261084,109.636809,5735707.573969,620012.236701,-109.636809,30U,-7.390606,2.272581,0.002398,-0.010013,-0.010298,2.831974,13
1447410602883589,1,INS_SOLUTION_GOOD,51.759369,-1.261075,109.640182,5735705.669567,620012.874757,-109.640182,30U,-7.379252,2.287033,0.042379,-0.007718,-0.011341,2.829781,13
1447410603196092,1,INS_SOLUTION_GOOD,51.759349,-1.261064,109.664849,5735703.437774,620013.684525,-109.664849,30U,-7.374691,2.308981,-0.018899,-0.011789,-0.014764,2.827609,13
1447410603446105,1,INS_SOLUTION_GOOD,51.759331,-1.261055,109.660402,5735701.528996,620014.333806,-109.660402,30U,-7.432956,2.328962,0.104004,-0.014499,-0.019615,2.826195,13
1447410604758601,1,INS_SOLUTION_GOOD,51.759243,-1.261009,109.653604,5735691.785393,620017.786958,-109.653604,30U,-7.71722,2.46358,0.018113,-0.029054,-0.015767,2.825608,14
1447410605008602,1,INS_SOLUTION_GOOD,51.759225,-1.260999,109.642978,5735689.789505,620018.468801,-109.642978,30U,-7.732029,2.458212,0.055577,-0.022337,-0.006323,2.828556,14
1447410605321103,1,INS_SOLUTION_GOOD,51.759204,-1.260989,109.69877,5735687.486804,620019.275199,-109.69877,30U,-7.714754,2.40446,-0.024576,-0.01117,-0.010786,2.828975,14
1447410605571107,1,INS_SOLUTION_GOOD,51.759186,-1.26098,109.701449,5735685.497026,620019.948549,-109.701449,30U,-7.718427,2.417318,0.026318,-0.010569,-0.013594,2.826114,14
1447410605883609,1,INS_SOLUTION_GOOD,51.759165,-1.260969,109.691257,5735683.194783,620020.739242,-109.691257,30U,-7.756659,2.49569,0.02915,-0.012412,-0.010166,2.819394,14
1447410607133622,1,INS_SOLUTION_GOOD,51.759076,-1.260919,109.667548,5735673.362195,620024.404589,-109.667548,30U,-8.174098,2.800001,0.003589,-0.004691,-0.012658,2.802841,15
1447410607383625,1,INS_SOLUTION_GOOD,51.759057,-1.260908,109.686253,5735671.23544,620025.218808,-109.686253,30U,-8.276139,2.871248,0.07682,-0.00741,-0.011249,2.798124,15
1447410607633625,1,INS_SOLUTION_GOOD,51.759039,-1.260898,109.675481,5735669.261942,620025.962065,-109.675481,30U,-8.313915,2.946435,-0.083479,-0.007083,-0.001036,2.79354,15
1447410607883626,1,INS_SOLUTION_GOOD,51.759021,-1.260888,109.695182,5735667.276865,620026.717845,-109.695182,30U,-8.370836,2.966819,-0.083148,-0.009464,-0.002801,2.79046,15
1447410608133632,1,INS_SOLUTION_GOOD,51.759001,-1.260876,109.71169,5735665.114411,620027.550412,-109.71169,30U,-8.413075,3.028093,-0.062362,-0.018749,-0.002536,2.78813,15
1447410609258637,1,INS_SOLUTION_GOOD,51.758914,-1.260825,109.814817,5735655.558398,620031.304683,-109.814817,30U,-8.605063,3.381422,-0.002232,0.004635,-0.003189,2.755803,16
1447410609508640,1,INS_SOLUTION_GOOD,51.758894,-1.260813,109.833203,5735653.343669,620032.245681,-109.833203,30U,-8.604763,3.438346,-0.072394,0.016696,-0.007599,2.750498,16
1447410609758644,1,INS_SOLUTION_GOOD,51.758876,-1.2608,109.842597,5735651.2999,620033.127583,-109.842597,30U,-8.601115,3.479004,-0.018538,0.008038,-0.007966,2.744098,16
1447410610008648,1,INS_SOLUTION_GOOD,51.758856,-1.260787,109.84693,5735649.089653,620034.096669,-109.84693,30U,-8.564442,3.585761,-0.083267,0.007065,-0.004165,2.737699,16
1447410610258648,1,INS_SOLUTION_GOOD,51.758837,-1.260775,109.881298,5735647.02616,620034.998234,-109.881298,30U,-8.587028,3.606269,-0.010326,0.004431,-0.004284,2.732074,16
1447410611383661,1,INS_SOLUTION_GOOD,51.758751,-1.260714,109.882433,5735637.549196,620039.432251,-109.882433,30U,-8.570123,3.831603,-0.00165,0.009834,-0.010266,2.707737,17
1447410611633663,1,INS_SOLUTION_GOOD,51.758731,-1.260699,109.881321,5735635.353886,620040.493684,-109.881321,30U,-8.504422,3.929781,-0.006319,0.014717,-0.00942,2.694962,17
1447410611883669,1,INS_SOLUTION_GOOD,51.758713,-1.260685,109.882672,5735633.346518,620041.496852,-109.882672,30U,-8.424241,4.027932,-0.014837,0.012195,-0.007693,2.682723,17
1447410612133668,1,INS_SOLUTION_GOOD,51.758693,-1.26067,109.889707,5735631.193523,620042.60757,-109.889707,30U,-8.337301,4.118978,-0.027437,0.012958,-0.01093,2.670215,17
1447410612383669,1,INS_SOLUTION_GOOD,51.758674,-1.260653,109.886035,5735629.104331,620043.870316,-109.886035,30U,-8.265444,4.195647,-0.006526,0.006335,-0.004656,2.658812,17
1447410613508681,1,INS_SOLUTION_GOOD,51.758593,-1.260581,109.936687,5735620.198661,620049.006646,-109.936687,30U,-7.919261,4.414094,0.021632,0.007147,-0.014017,2.620434,18
1447410613758681,1,INS_SOLUTION_GOOD,51.758576,-1.260566,109.930166,5735618.335591,620050.112219,-109.930166,30U,-7.8379,4.402624,0.044819,0.005618,-0.015926,2.618481,18
1447410614008683,1,INS_SOLUTION_GOOD,51.758558,-1.260549,109.918443,5735616.337062,620051.301042,-109.918443,30U,-7.759161,4.360647,0.034445,0.000845,-0.016628,2.620139,18
1447410614258686,1,INS_SOLUTION_GOOD,51.758541,-1.260534,109.931096,5735614.507223,620052.385835,-109.931096,30U,-7.708291,4.292057,0.062381,-0.005044,-0.020727,2.625258,18
1447410614508688,1,INS_SOLUTION_GOOD,51.758523,-1.260518,109.907593,5735612.535306,620053.536041,-109.907593,30U,-7.659258,4.208353,0.057457,-0.008478,-0.018944,2.631797,18
1447410615696202,1,INS_SOLUTION_GOOD,51.758442,-1.260451,109.832994,5735603.667253,620058.424828,-109.832994,30U,-7.506846,3.748469,0.225199,-0.024935,-0.010733,2.670051,19
1447410615946204,1,INS_SOLUTION_GOOD,51.758425,-1.260437,109.832147,5735601.746998,620059.43025,-109.832147,30U,-7.460529,3.62131,-0.078329,-0.029468,-0.015385,2.677429,19
1447410616258704,1,INS_SOLUTION_GOOD,51.758405,-1.260421,109.880912,5735599.526146,620060.554634,-109.880912,30U,-7.385772,3.538166,0.089882,-0.028634,-0.016737,2.687398,19
1447410616508721,1,INS_SOLUTION_GOOD,51.758387,-1.260408,109.866966,5735597.632475,620061.499255,-109.866966,30U,-7.350407,3.393654,0.023133,-0.030076,-0.014321,2.696604,19
1447410616821211,1,INS_SOLUTION_GOOD,51.758368,-1.260394,109.860571,5735595.463409,620062.554428,-109.860571,30U,-7.270568,3.308693,0.034392,-0.029295,-0.012965,2.702709,19
1447410618133728,1,INS_SOLUTION_GOOD,51.758284,-1.260332,109.826409,5735586.294563,620067.026866,-109.826409,30U,-6.884448,2.855036,0.045673,-0.034576,-0.017564,2.734146,20
1447410618446232,1,INS_SOLUTION_GOOD,51.758266,-1.260315,109.764183,5735584.334187,620068.230717,-109.764183,30U,-6.622909,2.719949,0.024561,-0.035489,-0.017801,2.739244,20
1447410618758733,1,INS_SOLUTION_GOOD,51.758249,-1.260304,109.753872,5735582.408782,620069.075258,-109.753872,30U,-6.353675,2.597563,0.043695,-0.034856,-0.016864,2.740099,20
1447410619071235,1,INS_SOLUTION_GOOD,51.758231,-1.260292,109.746097,5735580.441561,620069.9383,-109.746097,30U,-6.07316,2.487385,0.024866,-0.038689,-0.018455,2.73861,20
1447410619383742,1,INS_SOLUTION_GOOD,51.758215,-1.260279,109.729967,5735578.704886,620070.901841,-109.729967,30U,-5.755437,2.415108,0.030897,-0.036314,-0.017944,2.733056,20
1447410621383760,1,INS_SOLUTION_GOOD,51.758137,-1.260209,109.67612,5735570.154839,620075.892231,-109.67612,30U,-3.018702,2.250499,0.060567,-0.030222,-0.023878,2.469608,21
1447410622008766,1,INS_SOLUTION_GOOD,51.758123,-1.260189,109.642672,5735568.596947,620077.308327,-109.642672,30U,-2.009499,2.040581,0.076979,-0.022431,-0.022512,2.308143,21
1447410622883770,1,INS_SOLUTION_GOOD,51.758113,-1.260166,109.62729,5735567.503267,620078.968781,-109.62729,30U,-0.915501,1.343486,0.024374,-0.023543,-0.024096,2.113713,21
1447410625321289,1,INS_SOLUTION_GOOD,51.758108,-1.26014,109.624668,5735566.995673,620080.746392,-109.624668,30U,-0.113052,0.22448,0.003736,-0.014907,-0.021933,1.937041,21
1447410630883842,1,INS_SOLUTION_GOOD,51.758104,-1.260113,109.644086,5735566.553284,620082.651969,-109.644086,30U,-0.3001,1.576168,-0.015096,0.001238,-0.009085,1.747076,21
1447410634321377,1,INS_SOLUTION_GOOD,51.758138,-1.259992,109.721803,5735570.562372,620090.882527,-109.721803,30U,3.578534,1.732673,0.112389,0.024665,-0.021746,0.426529,22
1447410634883879,1,INS_SOLUTION_GOOD,51.758158,-1.25998,109.679207,5735572.820084,620091.63762,-109.679207,30U,4.399896,1.145467,0.070923,0.032724,-0.017036,0.23361,22
1447410635321383,1,INS_SOLUTION_GOOD,51.758177,-1.259976,109.652432,5735574.896833,620091.90309,-109.652432,30U,4.913271,0.7934,0.061711,0.021619,-0.018255,0.145547,22
1447410635758886,1,INS_SOLUTION_GOOD,51.758197,-1.259971,109.622593,5735577.158078,620092.141372,-109.622593,30U,5.318359,0.547213,0.04782,0.02067,-0.014435,0.100003,22
1447410636133889,1,INS_SOLUTION_GOOD,51.758215,-1.259969,109.603913,5735579.22739,620092.290139,-109.603913,30U,5.526178,0.512003,-0.004684,0.020052,-0.011324,0.078551,22
1447410637883929,1,INS_SOLUTION_GOOD,51.758308,-1.259961,109.626818,5735589.480557,620092.566831,-109.626818,30U,6.221312,0.282377,0.043183,0.004847,-0.014561,0.044326,23
1447410638196414,1,INS_SOLUTION_GOOD,51.758326,-1.25996,109.642203,5735591.512962,620092.592128,-109.642203,30U,6.332396,0.280632,0.046035,0.004886,-0.013411,0.039415,23
1447410638508913,1,INS_SOLUTION_GOOD,51.758344,-1.259959,109.627773,5735593.559111,620092.62723,-109.627773,30U,6.443886,0.249474,0.004341,0.000827,-0.012771,0.035914,23
1447410638883913,1,INS_SOLUTION_GOOD,51.758365,-1.259957,109.623051,5735595.900756,620092.65875,-109.623051,30U,6.556541,0.211747,0.059974,0.005095,-0.019498,0.031273,23
1447410639196419,1,INS_SOLUTION_GOOD,51.758384,-1.259957,109.582442,5735597.981274,620092.663584,-109.582442,30U,6.639673,0.206786,0.058982,0.008893,-0.017972,0.026207,23
1447410640633932,1,INS_SOLUTION_GOOD,51.758474,-1.259954,109.483955,5735608.014491,620092.614583,-109.483955,30U,7.429816,0.06047,0.00981,0.009873,-0.00551,0.00679,24
1447410640946435,1,INS_SOLUTION_GOOD,51.758496,-1.259954,109.490497,5735610.430143,620092.578954,-109.490497,30U,7.670357,0.053318,0.013614,0.012339,-0.009758,0.005264,24
1447410641258946,1,INS_SOLUTION_GOOD,51.758517,-1.259954,109.506149,5735612.810379,620092.48511,-109.506149,30U,7.884269,0.079482,0.026815,0.014922,-0.009095,0.004579,24
1447410641508942,1,INS_SOLUTION_GOOD,51.758536,-1.259954,109.500348,5735614.88321,620092.453075,-109.500348,30U,8.058891,0.052346,0.01674,0.021635,-0.007523,0.003344,24
1447410641821446,1,INS_SOLUTION_GOOD,51.758558,-1.259954,109.498945,5735617.328465,620092.409197,-109.498945,30U,8.243203,0.027452,-0.018114,0.025669,-0.004229,0.000738,24
1447410643008959,1,INS_SOLUTION_GOOD,51.75865,-1.259954,109.555852,5735627.631786,620092.149817,-109.555852,30U,8.864228,-0.014087,-0.01417,0.035881,-0.007026,6.278387,25
1447410643258962,1,INS_SOLUTION_GOOD,51.75867,-1.259954,109.598459,5735629.851694,620092.110032,-109.598459,30U,8.977498,-0.012916,-0.026401,0.032056,-0.004548,6.279252,25
1447410643508967,1,INS_SOLUTION_GOOD,51.758692,-1.259954,109.607122,5735632.20024,620092.051439,-109.607122,30U,9.106735,-0.006914,-0.036344,0.032495,-0.001764,6.279946,25
1447410643758968,1,INS_SOLUTION_GOOD,51.758711,-1.259954,109.621205,5735634.40034,620091.99881,-109.621205,30U,9.239038,-0.011581,-0.058736,0.035054,-0.003249,6.279514,25
1447410644008984,1,INS_SOLUTION_GOOD,51.758733,-1.259954,109.632837,5735636.820568,620091.937522,-109.632837,30U,9.387875,-0.015128,-0.066732,0.033392,-0.001393,6.278829,25
1447410645071480,1,INS_SOLUTION_GOOD,51.758826,-1.259955,109.699233,5735647.139123,620091.616993,-109.699233,30U,9.926164,-0.139445,-0.034534,0.027168,-0.002913,6.26662,26
1447410645321487,1,INS_SOLUTION_GOOD,51.758848,-1.259956,109.600844,5735649.554313,620091.467391,-109.600844,30U,10.00649,-0.193009,-0.067096,0.025337,-0.000683,6.262345,26
1447410645508984,1,INS_SOLUTION_GOOD,51.758866,-1.259957,109.61708,5735651.559289,620091.379172,-109.61708,30U,10.062049,-0.213962,-0.085343,0.025939,-0.00208,6.259335,26
1447410645758985,1,INS_SOLUTION_GOOD,51.758887,-1.259958,109.633759,5735653.977922,620091.263938,-109.633759,30U,10.113938,-0.261203,-0.049374,0.021849,0.001787,6.25654,26
1447410645946485,1,INS_SOLUTION_GOOD,51.758906,-1.259958,109.654036,5735656.001888,620091.162344,-109.654036,30U,10.148887,-0.272013,-0.134004,0.021282,0.000476,6.25442,26
1447410646946489,1,INS_SOLUTION_GOOD,51.758998,-1.259963,109.778991,5735666.286449,620090.573334,-109.778991,30U,10.271153,-0.410626,-0.096005,0.017164,0.001914,6.241047,27
1447410647196490,1,INS_SOLUTION_GOOD,51.759021,-1.259965,109.815176,5735668.811376,620090.420633,-109.815176,30U,10.273882,-0.476716,-0.11884,0.014408,-0.001888,6.234785,27
1447410647383993,1,INS_SOLUTION_GOOD,51.759039,-1.259966,109.831946,5735670.861591,620090.269887,-109.831946,30U,10.264536,-0.54931,-0.093106,0.010022,0.002511,6.229193,27
1447410647633998,1,INS_SOLUTION_GOOD,51.759062,-1.259968,109.865996,5735673.318216,620090.072511,-109.865996,30U,10.253063,-0.621052,-0.101578,0.006134,-0.004002,6.220522,27
1447410647883998,1,INS_SOLUTION_GOOD,51.759085,-1.259971,109.883084,5735675.976208,620089.833134,-109.883084,30U,10.23453,-0.735974,-0.075245,0.000354,0.00114,6.210197,27
1447410648884008,1,INS_SOLUTION_GOOD,51.759177,-1.259984,109.990825,5735686.176379,620088.666234,-109.990825,30U,10.176509,-1.184366,-0.005629,-0.019178,-0.000764,6.167298,28
1447410649134010,1,INS_SOLUTION_GOOD,51.7592,-1.259989,109.964557,5735688.649491,620088.26547,-109.964557,30U,10.167464,-1.289179,-0.150961,-0.02323,-0.002326,6.157766,28
1447410649384012,1,INS_SOLUTION_GOOD,51.759222,-1.259994,109.988172,5735691.080698,620087.887117,-109.988172,30U,10.172863,-1.357892,0.004272,-0.024807,-0.010206,6.151198,28
1447410649571513,1,INS_SOLUTION_GOOD,51.75924,-1.259998,109.984074,5735693.107918,620087.561461,-109.984074,30U,10.174191,-1.409805,0.013741,-0.024317,-0.004275,6.147269,28
1447410649821518,1,INS_SOLUTION_GOOD,51.759262,-1.260003,109.996306,5735695.541342,620087.162012,-109.996306,30U,10.184198,-1.441863,-0.079081,-0.019137,-0.006461,6.144273,28
1447410650821525,1,INS_SOLUTION_GOOD,51.759354,-1.260025,110.056559,5735705.720737,620085.369804,-110.056559,30U,10.210158,-1.533617,-0.069503,-0.007584,-0.003266,6.135712,29
1447410651009027,1,INS_SOLUTION_GOOD,51.759372,-1.26003,110.073615,5735707.753116,620085.014412,-110.073615,30U,10.204383,-1.538614,-0.054739,-0.007269,-0.005803,6.135854,29
1447410651259029,1,INS_SOLUTION_GOOD,51.759394,-1.260035,110.050118,5735710.233633,620084.60565,-110.050118,30U,10.20706,-1.527742,-0.041256,-0.007007,-0.006039,6.136684,29
1447410651446531,1,INS_SOLUTION_GOOD,51.759413,-1.260039,110.063037,5735712.265059,620084.252753,-110.063037,30U,10.198236,-1.504765,-0.023056,-0.004969,-0.01287,6.138157,29
1447410651696534,1,INS_SOLUTION_GOOD,51.759435,-1.260044,110.057216,5735714.701273,620083.834543,-110.057216,30U,10.195513,-1.485614,0.068271,-0.006138,-0.010296,6.141315,29
1447410652696545,1,INS_SOLUTION_GOOD,51.759528,-1.260063,110.062426,5735725.026543,620082.279756,-110.062426,30U,10.459446,-1.250456,0.096501,-0.005025,-0.016862,6.166973,30
1447410652884049,1,INS_SOLUTION_GOOD,51.759547,-1.260067,110.046535,5735727.117424,620081.98376,-110.046535,30U,10.517958,-1.201746,0.077923,-0.005005,-0.015923,6.170246,30
1447410653134050,1,INS_SOLUTION_GOOD,51.759571,-1.260071,110.048143,5735729.803468,620081.616499,-110.048143,30U,10.590437,-1.179436,0.077532,-0.003098,-0.015335,6.173109,30
1447410653384053,1,INS_SOLUTION_GOOD,51.759596,-1.260076,110.034184,5735732.5552,620081.242335,-110.034184,30U,10.647328,-1.189241,0.015929,-0.004628,-0.013466,6.175346,30
1447410653634056,1,INS_SOLUTION_GOOD,51.759619,-1.26008,110.027197,5735735.10951,620080.900457,-110.027197,30U,10.707662,-1.153537,0.062583,-0.002457,-0.016562,6.177108,30
1447410654571567,1,INS_SOLUTION_GOOD,51.75971,-1.260096,109.969886,5735745.251584,620079.532565,-109.969886,30U,10.95026,-1.18908,0.110633,0.001949,-0.014151,6.176846,31
1447410654821570,1,INS_SOLUTION_GOOD,51.759734,-1.2601,109.959913,5735747.87839,620079.186658,-109.959913,30U,11.008996,-1.166694,-0.014543,0.005146,-0.012745,6.180686,31
1447410655009072,1,INS_SOLUTION_GOOD,51.759754,-1.260103,109.958043,5735750.07897,620078.905897,-109.958043,30U,11.063461,-1.115553,0.024374,0.008362,-0.014889,6.183509,31
