timestamp,burst,altitude,northing,easting,serie,timestamp,burst,altitude,northing,easting,serie
1447410582508394,1,109.211399,5735832.933652,619966.043179,6,1439478262444905,1,109.117757,5735835.2185,619965.393095,6
1447410582820898,1,109.227931,5735830.943619,619966.920661,6,1439478262819909,1,109.115828,5735833.4033,619966.238202,6
1447410583133402,1,109.248355,5735828886,619967.945926,6,1439478263194911,1,109.13564,5735831.57404,619967.042169,6
1447410583445902,1,109.282507,5735826.770737,619968.884881,6,1439478263632418,1,109.137814,5735829.58272,619967.974076,6
1447410584883416,1,109.327343,5735817.568247,619973.034206,7,1439478265819947,1,109.108212,5735820.37462,619972.153955,7
1447410585195920,1,109.356181,5735815.477725,619973.824682,7,1439478266257454,1,109.19996,5735818.50103,619972.891362,7
1447410585508425,1,109.383243,5735813.447998,619974.662934,7,1439478266757461,1,109.19757,5735816.45365,619973.75825,7
1447410585820928,1,109.387757,5735811.562298,619975.433544,7,1439478267194967,1,109.187436,5735814.55477,619974.540011,7
1447410586133432,1,109.447982,5735809.592446,619976.229136,7,1439478267632471,1,109.178218,5735812.69978,619975.306153,7
1447410587695948,1,109.5657,5735800.18446,619979.938877,8,1439478269819999,1,109.234691,5735803.20475,619978.991935,8
1447410588070954,1,109.578432,5735797.971748,619980.793483,8,1439478270195005,1,109.38273,5735801.35711,619979.700041,8
1447410588445957,1,109.629526,5735795.816351,619981.683803,8,1439478270632512,1,109.377489,5735799.38975,619980.369317,8
1447410588820960,1,109.646285,5735793.764637,619982.458459,8,1439478271070020,1,109.530793,5735797.17727,619981.004511,8
1447410589195965,1,109.69239,5735791.629074,619983.287823,8,1439478271507528,1,109.519794,5735795.12719,619981.660285,8
1447410591008479,1,109.736048,5735781.628297,619986.923815,9,1439478273632561,1,109.493064,5735785.50884,619984.833735,9
1447410591383483,1,109.724581,5735779.686087,619987.669013,9,1439478274257571,1,109.50786,5735783.53493,619985.526265,9
1447410591820983,1,109.737007,5735777.227927,619988.544009,9,1439478275007581,1,109.486845,5735781.35323,619986.330253,9
1447410592195983,1,109.805967,5735775.043103,619989.342522,9,1439478275632590,1,109.512666,5735779.31672,619987.02646,9
1447410592570987,1,109.772652,5735772.81676,619990.128226,9,1439478276132597,1,109.507766,5735777.38156,619987.68503,9
1447410594196009,1,109.744785,5735763.066632,619993.495653,10,1439478278195128,1,109.479542,5735768.05333,619991.334182,10
1447410594508514,1,109.728128,5735761.112409,619994.118033,10,1439478278632632,1,109.467249,5735765.91395,619992.207055,10
1447410594883513,1,109.717921,5735758.912642,619994.807209,10,1439478279007639,1,109.444706,5735764.04322,619992.968557,10
1447410595196017,1,109.776773,5735756.990848,619995.47067,10,1439478279445143,1,109.444176,5735761.89483,619993.798652,10
1447410595508530,1,109.758297,5735755.037394,619996.083012,10,1439478279820142,1,109.420847,5735759.97155,619994.559692,10
1447410597133528,1,109.723762,5735745.265344,619999.349663,11,1439478281882662,1,109.462368,5735749.27302,619998.201443,11
1447410597446032,1,109.690555,5735743.273609,620000.019269,11,1439478282257666,1,109.442807,5735747.29372,619998.801827,11
1447410597758538,1,109.679403,5735741.367799,620000.639414,11,1439478282632672,1,109.423071,5735745.3633,619999.416994,11
1447410598071036,1,109.676553,5735739.317924,620001.31579,11,1439478283007678,1,109.402034,5735743.44291,620000.024886,11
1447410598383545,1,109.705798,5735737.27033,620002.058731,11,1439478283445186,1,109.434444,5735741.27327,620000.655236,11
1447410599821060,1,109.710304,5735727.719424,620005.30159,12,1439478285382710,1,109.464051,5735731.61839,620003.577779,12
1447410600133562,1,109.698377,5735725.472708,620006.037704,12,1439478285820217,1,109.454204,5735729.50924,620004.249547,12
1447410600446065,1,109.670647,5735723.46645,620007.063944,12,1439478286257725,1,109.513389,5735727.36584,620004.896815,12
1447410600758570,1,109.661469,5735721.312565,620007.753181,12,1439478286695234,1,109.504947,5735725.29617,620005.555887,12
1447410601071072,1,109.642145,5735718.994637,620008.485917,12,1439478287132740,1,109.478479,5735723.20743,620006.198642,12
1447410602383587,1,109.638537,5735709.480916,620011.603334,13,1439478289257774,1,109.626524,5735713.51964,620009.177399,13
1447410602633589,1,109.636809,5735707.573969,620012.236701,13,1439478289757784,1,109.62942,5735711.46689,620009.835756,13
1447410602883589,1,109.640182,5735705.669567,620012.874757,13,1439478290257790,1,109.686642,5735709.48233,620010.425457,13
1447410603196092,1,109.664849,5735703.437774,620013.684525,13,1439478290820298,1,109.690177,5735707.44064,620011.085122,13
1447410603446105,1,109.660402,5735701.528996,620014.333806,13,1439478291382808,1,109.771907,5735705482,620011.679009,13
1447410604758601,1,109.653604,5735691.785393,620017.786958,14,1439478296445377,1,109.359737,5735697.40543,620014.988262,14
1447410605008602,1,109.642978,5735689.789505,620018.468801,14,1439478304070480,1,109.039316,5735696.53877,620015.565487,14
1447410605321103,1,109.69877,5735687.486804,620019.275199,14,1439478308695543,1,109.153983,5735694.61167,620016.133488,14
1447410605571107,1,109.701449,5735685.497026,620019.948549,14,1439478309570556,1,109.174058,5735692.58683,620016.875069,14
1447410605883609,1,109.691257,5735683.194783,620020.739242,14,1439478310258066,1,109.22453,5735690.54413,620017.649206,14
1447410607133622,1,109.667548,5735673.362195,620024.404589,15,1439478312633099,1,109.308231,5735681.37233,620021.726163,15
1447410607383625,1,109.686253,5735671.23544,620025.218808,15,1439478313070602,1,109.334538,5735679.4038,620022.574717,15
1447410607633625,1,109.675481,5735669.261942,620025.962065,15,1439478313508110,1,109.339651,5735677.36325,620023.485005,15
1447410607883626,1,109.695182,5735667.276865,620026.717845,15,1439478313945616,1,109.334569,5735675.33121,620024.406219,15
1447410608133632,1,109.71169,5735665.114411,620027.550412,15,1439478314320628,1,109.356463,5735673.39649,620025.26872,15
1447410609258637,1,109.814817,5735655.558398,620031.304683,16,1439478316570662,1,109.505277,5735661.07158,620031.397399,16
1447410609508640,1,109.833203,5735653.343669,620032.245681,16,1439478317008153,1,109.531093,5735658.54447,620032.723774,16
1447410609758644,1,109.842597,5735651.2999,620033.127583,16,1439478317383158,1,109.320879,5735656.56633,620034.047712,16
1447410610008648,1,109.84693,5735649.089653,620034.096669,16,1439478317695664,1,109.352018,5735654.68133,620035.043521,16
1447410610258648,1,109.881298,5735647.02616,620034.998234,16,1439478318008169,1,109.373011,5735652.77338,620036.04212,16
1447410611383661,1,109.882433,5735637.549196,620039.432251,17,1439478319508194,1,109.513149,5735643.49479,620040.725345,17
1447410611633663,1,109.881321,5735635.353886,620040.493684,17,1439478319820700,1,109.512254,5735641.60805,620041.673604,17
1447410611883669,1,109.882672,5735633.346518,620041.496852,17,1439478320133204,1,109.566991,5735639.59763,620042.664715,17
1447410612133668,1,109.889707,5735631.193523,620042.60757,17,1439478320445709,1,109.5676,5735637724,620043.598684,17
1447410612383669,1,109.886035,5735629.104331,620043.870316,17,1439478320758213,1,109.589706,5735635.73297,620044.583723,17
1447410613508681,1,109.936687,5735620.198661,620049.006646,18,1439478322258232,1,109.754598,5735626.44161,620049.089739,18
1447410613758681,1,109.930166,5735618.335591,620050.112219,18,1439478322570737,1,109.766652,5735624.44462,620050.059012,18
1447410614008683,1,109.918443,5735616.337062,620051.301042,18,1439478322883240,1,109.773044,5735622.56013,620050.972397,18
1447410614258686,1,109.931096,5735614.507223,620052.385835,18,1439478323258245,1,109.792874,5735620.14478,620052.206635,18
1447410614508688,1,109.907593,5735612.535306,620053.536041,18,1439478323633249,1,109.784148,5735617.71065,620053.365894,18
1447410615696202,1,109.832994,5735603.667253,620058.424828,19,1439478325008257,1,109.783168,5735608.55993,620057.549576,19
1447410615946204,1,109.832147,5735601.746998,620059.43025,19,1439478325320759,1,109.757351,5735606.48385,620058.520068,19
1447410616258704,1,109.880912,5735599.526146,620060.554634,19,1439478325633267,1,109.78051,5735604.3222,620059.465827,19
1447410616508721,1,109.866966,5735597.632475,620061.499255,19,1439478325945770,1,109.783237,5735602303,620060.336799,19
1447410616821211,1,109.860571,5735595.463409,620062.554428,19,1439478326258284,1,109.839401,5735600.14429,620061.225508,19
1447410618133728,1,109.826409,5735586.294563,620067.026866,20,1439478327695796,1,109.90929,5735590.76554,620065.10327,20
1447410618446232,1,109.764183,5735584.334187,620068.230717,20,1439478328008304,1,109.904046,5735588.75436,620065.942669,20
1447410618758733,1,109.753872,5735582.408782,620069.075258,20,1439478328320807,1,109.956063,5735586.89673,620066.701992,20
1447410619071235,1,109.746097,5735580.441561,620069.9383,20,1439478328633311,1,109.96723,5735584.9732,620067.514238,20
1447410619383742,1,109.729967,5735578.704886,620070.901841,20,1439478329008318,1,109.979018,5735582.7864,620068.437179,20
1447410621383760,1,109.67612,5735570.154839,620075.892231,21,1439478331445862,1,109.874913,5735572.06431,620073.568413,21
1447410622008766,1,109.642672,5735568.596947,620077.308327,21,1439478332008369,1,109.889545,5735570.3186,620074.785088,21
1447410622883770,1,109.62729,5735567.503267,620078.968781,21,1439478332570876,1,109.524801,5735569.28026,620076.312352,21
1447410625321289,1,109.624668,5735566.995673,620080.746392,21,1439478333320886,1,109.604216,5735568.13958,620077.936603,21
1447410630883842,1,109.644086,5735566.553284,620082.651969,21,1439478334508405,1,109.659718,5735567.32798,620079.792157,21
1447410634321377,1,109.721803,5735570.562372,620090.882527,22,1439478343696023,1,110.314464,5735571.1684,620087.309113,22
1447410634883879,1,109.679207,5735572.820084,620091.63762,22,1439478344133525,1,110.359926,5735573.40252,620087.874764,22
1447410635321383,1,109.652432,5735574.896833,620091.90309,22,1439478344508528,1,110.366309,5735575.58606,620088.232446,22
1447410635758886,1,109.622593,5735577.158078,620092.141372,22,1439478344883534,1,110.35315,5735577.82781,620088.448981,22
1447410636133889,1,109.603913,5735579.22739,620092.290139,22,1439478345196041,1,110.436331,5735579.92948,620088.476263,22
1447410637883929,1,109.626818,5735589.480557,620092.566831,23,1439478346571057,1,110.317981,5735590.22956,620088.587271,23
1447410638196414,1,109.642203,5735591.512962,620092.592128,23,1439478346883562,1,110.322801,5735592.63543,620088.554754,23
1447410638508913,1,109.627773,5735593.559111,620092.62723,23,1439478347133564,1,109.663607,5735595.19909,620089.042665,23
1447410638883913,1,109.623051,5735595.900756,620092.65875,23,1439478347446069,1,109.649399,5735597.67686,620088.993051,23
1447410639196419,1,109.582442,5735597.981274,620092.663584,23,1439478347696073,1,109.641505,5735599.83539,620088.939725,23
1447410640633932,1,109.483955,5735608.014491,620092.614583,24,1439478348883593,1,109.138786,5735609.99479,620089.017383,24
1447410640946435,1,109.490497,5735610.430143,620092.578954,24,1439478349133598,1,108.789732,5735612.32717,620089.212168,24
1447410641258946,1,109.506149,5735612.810379,620092.48511,24,1439478349383597,1,108.789594,5735614.34025,620089.174647,24
1447410641508942,1,109.500348,5735614.88321,620092.453075,24,1439478349633602,1,108.792389,5735616.52928,620089.136249,24
1447410641821446,1,109.498945,5735617.328465,620092.409197,24,1439478349883606,1,108.796229,5735618.55649,620089.101691,24
1447410643008959,1,109.555852,5735627.631786,620092.149817,25,1439478351071125,1,108.502897,5735628.89557,620089.087295,25
1447410643258962,1,109.598459,5735629.851694,620092.110032,25,1439478351321129,1,108.502661,5735630.94615,620089.048281,25
1447410643508967,1,109.607122,5735632.20024,620092.051439,25,1439478351571132,1,108.499226,5735633.17448,620088.995931,25
1447410643758968,1,109.621205,5735634.40034,620091.99881,25,1439478351821136,1,108.501856,5735635.23495,620088.941835,25
1447410644008984,1,109.632837,5735636.820568,620091.937522,25,1439478352071140,1,108.375552,5735637.57628,620088.922502,25
1447410645071480,1,109.699233,5735647.139123,620091.616993,26,1439478353508654,1,108.475535,5735649.84278,620088.687176,26
1447410645321487,1,109.600844,5735649.554313,620091.467391,26,1439478353758657,1,108.480979,5735651.89692,620088.618849,26
1447410645508984,1,109.61708,5735651.559289,620091.379172,26,1439478354008662,1,108.497129,5735654.12003,620088.538478,26
1447410645758985,1,109.633759,5735653.977922,620091.263938,26,1439478354258666,1,108.421758,5735656.18658,620088.551758,26
1447410645946485,1,109.654036,5735656.001888,620091.162344,26,1439478354508673,1,108.441211,5735658.40276,620088.461093,26
1447410646946489,1,109.778991,5735666.286449,620090.573334,27,1439478355696185,1,108.420282,5735668.47988,620088.045575,27
1447410647196490,1,109.815176,5735668.811376,620090.420633,27,1439478355946189,1,108.436576,5735670.53257,620087.914134,27
1447410647383993,1,109.831946,5735670.861591,620090.269887,27,1439478356196192,1,108.320155,5735672.80304,620087.778254,27
1447410647633998,1,109.865996,5735673.318216,620090.072511,27,1439478356446196,1,108.340426,5735674.85484,620087.621671,27
1447410647883998,1,109.883084,5735675.976208,620089.833134,27,1439478356696199,1,108.350926,5735677.07745,620087.440842,27
1447410648884008,1,109.990825,5735686.176379,620088.666234,28,1439478357883718,1,108.417529,5735687.15644,620086.374044,28
1447410649134010,1,109.964557,5735688.649491,620088.26547,28,1439478358133723,1,108.408842,5735689.36795,620086.094192,28
1447410649384012,1,109.988172,5735691.080698,620087.887117,28,1439478358383726,1,108.439007,5735691.40551,620085.82176,28
1447410649571513,1,109.984074,5735693.107918,620087.561461,28,1439478358633730,1,108.439162,5735693.61231,620085.509252,28
1447410649821518,1,109.996306,5735695.541342,620087.162012,28,1439478358883736,1,108.434995,5735695.64722,620085.207008,28
1447410650821525,1,110.056559,5735705.720737,620085.369804,29,1439478360071255,1,108.502306,5735705.74271,620083816,29
1447410651009027,1,110.073615,5735707.753116,620085.014412,29,1439478360321257,1,108.509174,5735707.77052,620083.45452,29
1447410651259029,1,110.050118,5735710.233633,620084.60565,29,1439478360571259,1,108.522798,5735709.96388,620083.056542,29
1447410651446531,1,110.063037,5735712.265059,620084.252753,29,1439478360821260,1,108.530558,5735711.98889,620082.685036,29
1447410651696534,1,110.057216,5735714.701273,620083.834543,29,1439478361071262,1,108.437489,5735714.24919,620082.331783,29
1447410652696545,1,110.062426,5735725.026543,620082.279756,30,1439478362258780,1,108.367343,5735724.33712,620080.81356,30
1447410652884049,1,110.046535,5735727.117424,620081.98376,30,1439478362508790,1,108.33998,5735726.57948,620080.49624,30
1447410653134050,1,110.048143,5735729.803468,620081.616499,30,1439478362758789,1,108.315926,5735728.65901,620080.215514,30
1447410653384053,1,110.034184,5735732.5552,620081.242335,30,1439478363008793,1,108.29577,5735730.92051,620079.919527,30
1447410653634056,1,110.027197,5735735.10951,620080.900457,30,1439478363258796,1,108.312204,5735732.99191,620079.734309,30
1447410654571567,1,109.969886,5735745.251584,620079.532565,31,1439478364696314,1,108.163652,5735745.59592,620078.141558,31
1447410654821570,1,109.959913,5735747.87839,620079.186658,31,1439478364946323,1,108.135793,5735747.70942,620077.901662,31
1447410655009072,1,109.958043,5735750.07897,620078.905897,31,1439478365196323,1,108.271905,5735749.87736,620077.7701,31
1447410655196574,1,109.940818,5735752.104316,620078.651785,31,1439478365446328,1,108.262072,5735751.98187,620077.547787,31
1447410655384076,1,109.929428,5735754.32138,620078.377404,31,1439478365696331,1,108.251257,5735754.25815,620077.319608,31
1447410656321588,1,109.950541,5735764.592805,620077.229179,32,1439478366883851,1,108.217329,5735764.51448,620076.372518,32
1447410656509088,1,109.937423,5735766.811087,620077.001666,32,1439478367133857,1,108.321019,5735766.74155,620076.24277,32
1447410656696589,1,109.925256,5735768.807538,620076.801551,32,1439478367383863,1,108.304918,5735768.8212,620076.058633,32
1447410656884089,1,109.923653,5735771.027562,620076.593007,32,1439478367633864,1,108.280145,5735771.07069,620075.85184,32
1447410657071591,1,109.938785,5735773.026259,620076.413711,32,1439478367883867,1,108.270601,5735773.14206,620075.667553,32
1447410658009104,1,110.007538,5735783.473863,620075.526855,33,1439478369071387,1,108.262218,5735783.21414,620075.007938,33
1447410658196603,1,109.998308,5735785.507636,620075.383031,33,1439478369383893,1,108.258155,5735785.68779,620074.859389,33
1447410658384107,1,109.993555,5735787.718455,620075.201262,33,1439478369633895,1,108.255323,5735787.8044,620074.734028,33
1447410658634108,1,109.983297,5735790.36676,620074.988378,33,1439478370008902,1,108.242101,5735790.85526,620074.542301,33
1447410658884110,1,109.983291,5735793.229666,620074.756293,33,1439478370383907,1,108.297543,5735793.65132,620074.360851,33
1447410659821614,1,109.973961,5735803.290236,620073.953995,34,1439478371696419,1,108.393373,5735803.76653,620073.52647,34
1447410660009115,1,109.965128,5735805.462143,620073.781028,34,1439478372008921,1,108.378192,5735806.2325,620073.282135,34
1447410660196616,1,109.997963,5735807.473945,620073.705339,34,1439478372321424,1,108.368682,5735808.55997,620073.059385,34
1447410660384116,1,109.966601,5735809.639208,620073.52875,34,1439478372571425,1,108.351644,5735810.56886,620072.866825,34
1447410660634118,1,109.958032,5735812.230259,620073.315158,34,1439478372883931,1,108.314561,5735812.88716,620072.652465,34
1447410661571626,1,109.961372,5735822.220367,620072.549004,35,1439478374196448,1,108.295016,5735822.97118,620071.721018,35
1447410661821629,1,109.949185,5735824.732688,620072.36552,35,1439478374508952,1,108.27374,5735825.42232,620071.520349,35
1447410662009134,1,109.94097,5735826.810728,620072.219184,35,1439478374821458,1,108.257388,5735827.71927,620071.335266,35
1447410662259134,1,109.884954,5735829.302996,620072.065084,35,1439478375071462,1,108.11503,5735829.80151,620071.299185,35
1447410662446638,1,109.877221,5735831.347595,620071.923248,35,1439478375383971,1,108.097011,5735832.09529,620071.11424,35
1447410663446644,1,109.98009,5735841.32116,620071.239449,36,1439478376883993,1,107.946049,5735843.58267,620070.243223,36
1447410663696647,1,109.980301,5735843.665914,620071.056413,36,1439478377133997,1,108.009402,5735845.58053,620070.134883,36
1447410663946650,1,109.971051,5735846.184019,620070.857735,36,1439478377446502,1,107.99354,5735847.86359,620069.947381,36
1447410664196652,1,109.958643,5735848.555189,620070.746217,36,1439478377759007,1,107.967283,5735850.29801,620069.754846,36
1447410664446655,1,109.957416,5735851.029115,620070.546974,36,1439478378071513,1,108.008065,5735852.67615,620069.611827,36
1447410665571670,1,109.858695,5735861.411061,620069.673552,37,1439478379384023,1,107.649183,5735862.71134,620068.954089,37
1447410665821671,1,109.854761,5735863.512908,620069.493287,37,1439478379696528,1,107.636303,5735865.12083,620068.738485,37
1447410666071673,1,109.851206,5735865.747224,620069.298084,37,1439478380009031,1,107.620533,5735867.52304,620068.51848,37
1447410666321677,1,109.828621,5735867.829441,620069.164912,37,1439478380321535,1,107.598248,5735869.75594,620068.306766,37
1447410666571681,1,109.826006,5735869.978409,620068.962011,37,1439478380634036,1,107.575557,5735872.11103,620068.075548,37
1447410667884194,1,109.806506,5735880.259536,620067.968112,38,1439478382071564,1,107.565356,5735882.25676,620067.116626,38
1447410668196698,1,109.798475,5735882.419442,620067.726482,38,1439478382384069,1,107.549932,5735884.2762,620066.910118,38
1447410668509204,1,109.784244,5735884.668479,620067.487531,38,1439478382696575,1,107.529869,5735886.34853,620066.697018,38
1447410668884207,1,109.791892,5735887.252248,620067.209711,38,1439478383009076,1,107.521201,5735888.33896,620066.481257,38
1447410669259209,1,109.806191,5735889.624362,620066.970023,38,1439478383384079,1,107.549549,5735890.45473,620066.279618,38
1447410670946725,1,109.729317,5735899.585166,620065.923223,39,1439478385384109,1,107.546097,5735900.58611,620065.164968,39
1447410671446730,1,109.683586,5735902.135347,620065.699373,39,1439478385884118,1,107.528688,5735902.65971,620064.902957,39
1447410671884236,1,109.680689,5735904.161978,620065.476495,39,1439478386446628,1,107.55774,5735904.7207,620064.682739,39
1447410672384234,1,109.692646,5735906.208911,620065.250892,39,1439478387071638,1,107.550442,5735906.80234,620064.435267,39
1447410673009242,1,109.67861,5735908.355746,620065.029179,39,1439478387821655,1,107.433211,5735908.8562,620064.28068,39
1447410688384390,1,109.520194,5735917.382217,620064.1058,40,1439478398509306,1,107.103315,5735918.40831,620063.547741,40
1447410689696901,1,109.479823,5735919.301898,620063.849148,40,1439478399196816,1,107.022352,5735920.79216,620063.296857,40
1447410690571908,1,109.434977,5735921.440546,620063.611472,40,1439478399759323,1,107.024842,5735922.78993,620063.034846,40
1447410691196909,1,109.342642,5735923.388769,620063.391863,40,1439478400321832,1,106.908556,5735924.85254,620062.830666,40
1447410691759414,1,109.342767,5735925.49679,620063.069477,40,1439478400946841,1,106.920693,5735927.15755,620062.52546,40
1447410694071936,1,109.365034,5735935.366159,620061.814135,41,1439478405259387,1,106.741265,5735937.51869,620061.383383,41
1447410694571942,1,109.329824,5735937.35734,620061.586335,41,1439478414009527,1,106.667528,5735938.33737,620061.42899,41
1447410695071946,1,109.337792,5735939.370552,620061.238458,41,1439478446947502,1,106.829761,5735938.83115,620061.27359,41
1447410695634452,1,109.295589,5735941.552767,620060.962044,41,1439478448822530,1,106.791172,5735940.66015,620061.139057,41
1447410696196958,1,109.285775,5735943.645616,620060.726562,41,1439478449760039,1,106.73599,5735942.71864,620060.895234,41
1447410699571998,1,109.103763,5735953.453661,620059.168066,42,1439478452322568,1,106.629401,5735952.78462,620059.479651,42
1447410702884530,1,108.974921,5735955.01201,620058.798203,42,1439478452760076,1,106.640907,5735954.80376,620059.132222,42
1447410719072185,1,109.144351,5735955.003812,620059.200167,42,1439478453197583,1,106.568204,5735956.83268,620058.811992,42
1447410790010377,1,109.188857,5735955.096051,620059.054096,42,1439478453635089,1,106.586478,5735958.96478,620058.42759,42
1447410796947945,1,109.343949,5735956.166767,620058.372772,42,1439478454072598,1,106.586853,5735961.14274,620058.028003,42
1447410799572970,1,109.723439,5735965.062569,620055.812921,43,1439478456135132,1,106.503889,5735971.25358,620056.285852,43
1447410800010473,1,109.723235,5735967.120184,620055.442883,43,1439478456572640,1,106.495309,5735973.39428,620055.898461,43
1447410800510479,1,109.833598,5735969.23858,620054.914461,43,1439478457072647,1,106.442799,5735975.81946,620055.476455,43
1447410801010485,1,109.827137,5735971.453778,620054.506895,43,1439478457510157,1,106.441018,5735977.95659,620055.147407,43
1447410801510493,1,109.947465,5735973.444998,620054.043198,43,1439478457947660,1,106.426253,5735980.04848,620054.88961,43
1447410803823008,1,109.886832,5735983.227104,620055.557008,44,1439478460385195,1,106.415763,5735989.50923,620057.891651,44
1447410804260510,1,109.922032,5735984.848174,620056.942686,44,1439478460885204,1,106.404643,5735990.73064,620059.633612,44
1447410804698013,1,109.917876,5735986.166244,620058.491266,44,1439478461322709,1,106.410005,5735991.48138,620061.529149,44
1447410805135515,1,109.907092,5735987.186967,620060.354733,44,1439478461760213,1,106.439689,5735991.93804,620063.51812,44
1447410805510520,1,109.970858,5735987.878019,620062.336323,44,1439478462260220,1,106.495621,5735992.14711,620065.985105,44
1447410807323039,1,110.073342,5735987.795632,620072.336221,45,1439478464197737,1,106.63008,5735990.28748,620075.892121,45
1447410807698043,1,110.058283,5735987.219488,620074.37629,45,1439478464572741,1,106.603726,5735989.45133,620077.846781,45
1447410808073048,1,110.048433,5735986.525687,620076.338364,45,1439478464947747,1,106.52723,5735988.44267,620079.808194,45
1447410808448053,1,110.041457,5735985.777307,620078.347232,45,1439478465322752,1,106.609588,5735987.25682,620081.689084,45
1447410808885558,1,109.942945,5735984.629946,620080.459688,45,1439478465697758,1,106.533404,5735985.82221,620083.498969,45
1447410810635579,1,109.631358,5735977.26696,620087.377093,46,1439478466947778,1,106.250003,5735979.40903,620088.42839,46
1447410810948082,1,109.574522,5735975.364891,620088.333075,46,1439478467260284,1,106.199789,5735977.58375,620089.355188,46
1447410811260585,1,109.569724,5735973.521844,620089.234099,46,1439478467572787,1,106.149662,5735975.54654,620090.262354,46
1447410811635589,1,109.503954,5735970.979825,620090.210508,46,1439478467885294,1,106.097543,5735973.57582,620091.066786,46
1447410811948089,1,109.459513,5735968.744412,620091.004363,46,1439478468197800,1,106.07916,5735971.43198,620091.903462,46
1447410813260602,1,109.500795,5735959.098164,620094.438866,47,1439478469510320,1,106.184667,5735961.97369,620095.284443,47
1447410813510605,1,109.471996,5735957.01992,620095.147483,47,1439478469822826,1,106.159427,5735959.72655,620096.064029,47
1447410813760608,1,109.45232,5735955.068454,620095.821039,47,1439478470072833,1,106.141497,5735957.75056,620096.758041,47
1447410814010615,1,109.421983,5735952.918985,620096.571447,47,1439478470385333,1,106.0998,5735955.43405,620097.550129,47
1447410814260613,1,109.449269,5735950.980233,620097.366929,47,1439478470635335,1,106.076016,5735953.40064,620098.274761,47
1447410815385629,1,109.413926,5735941.07981,620101.118798,48,1439478471822849,1,106.000138,5735943.92486,620101.780809,48
1447410815698131,1,109.377731,5735938.381646,620102.180637,48,1439478472072852,1,106.01309,5735941.80861,620102.615584,48
1447410816010633,1,109.350593,5735935.477328,620103.346247,48,1439478472322855,1,105.997073,5735939.84425,620103.379796,48
1447410816260640,1,109.398426,5735933.30979,620104.268093,48,1439478472572856,1,105.97552,5735937.69335,620104.226577,48
1447410816510637,1,109.383111,5735930.925882,620105.264972,48,1439478472822863,1,105.957179,5735935.68122,620105.030661,48
1447410817510648,1,109.373182,5735921.770283,620109.387206,49,1439478473947881,1,105.958868,5735925.83052,620109.235462,49
1447410817760650,1,109.339489,5735919.550801,620110.423216,49,1439478474197888,1,106.007707,5735923.69144,620110.199074,49
1447410817948153,1,109.324117,5735917.699459,620111.302489,49,1439478474447887,1,105.984408,5735921.37769,620111.256799,49
1447410818198155,1,109.395924,5735915.547102,620112.430266,49,1439478474697890,1,105.975726,5735919.23053,620112.264222,49
1447410818385657,1,109.378074,5735913.691227,620113.333754,49,1439478474947899,1,105.953919,5735916.89148,620113.389758,49
1447410819448166,1,109.383475,5735903.898034,620118.30908,50,1439478475947917,1,105.951919,5735907.81018,620118.132506,50
1447410819760669,1,109.361865,5735901.137575,620119.774007,50,1439478476135415,1,106.266963,5735905.93669,620118.93696,50
1447410819948174,1,109.352711,5735899.304231,620120.764962,50,1439478476385415,1,106.257291,5735903.72579,620120.1531,50
1447410820198177,1,109.394754,5735897.221556,620122.050623,50,1439478476572916,1,106.251183,5735901.88651,620121.185135,50
1447410820448180,1,109.373603,5735894.861919,620123.381805,50,1439478476822918,1,106.240188,5735899.6894,620122.446925,50
