,q_timestamp,db_timestamp,snow_timestamp,night_timestamp,serie,new_serie
111,1439480932361222,1447412990346300,1422955462558688,1415987233609754,417,
112,1439480932673728,1447412990721310,1422955462933640,1415987233859708,417,
113,1439480932986235,1447412991096310,1422955463308592,1415987234172162,417,
114,1439480933298741,1447412991471317,1422955463683544,1415987234422133,417,
115,1439478663763177,1447411034200330,1422953649105487,1415985425165428,113,
116,1439478664138186,1447411034575330,1422953649480438,1415985425477885,113,
117,1439478664513190,1447411034950335,1422953649855389,1415985425790345,113,
118,1439478664888197,1447411035387839,1422953650230340,1415985426040306,113,
119,1439478665263204,1447411035825344,1422953650605291,1415985426352769,113,
120,1439478537073798,1447410911886589,1422953510998540,1415985303056927,74,
121,1439478537511305,1447410912449095,1422953511560967,1415985303806828,74,
122,1439478537886310,1447410913011599,1422953512060900,1415985304431744,74,
123,1439478538136316,1447410913386601,1422953512498345,1415985304931675,74,
124,1439478538511320,1447410913886617,1422953512873296,1415985305369118,74,
125,1439479592652484,1447411910084524,1422954696844567,1415986139444132,262,
126,1439479593652503,1447411910772031,1422954697219519,1415986139756590,262,
127,1439479594652521,1447411911459542,1422954697594470,1415986140194032,262,
128,1439479595715040,1447411912084544,1422954697969423,1415986140631473,262,
129,1439479596652555,1447411912647051,1422954698344375,1415986141131404,262,
130,1439481008362435,1447413117972721,1422955527300386,1415987284915362,429,
131,1439481008674942,1447413118285228,1422955527612847,1415987285165330,429,
132,1439481008924946,1447413118597754,1422955527925306,1415987285477786,429,
133,1439481009174951,1447413118910233,1422955528300260,1415987285790247,429,
134,1439481009424959,1447413119222736,1422955528612719,1415987286102705,429,
135,1439481014425031,1447413124910309,1422955535986774,1415987293289241,432,
136,1439481014675036,1447413125160295,1422955536361725,1415987293601699,432,
137,1439481014925037,1447413125410300,1422955536674186,1415987293914154,432,
138,1439481015175038,1447413125660298,1422955536986645,1415987294226615,432,
139,1439481015425044,1447413125910299,1422955537361598,1415987294539073,432,
140,1439478362258780,1447410652696545,1422953282653440,1415985114582428,30,
141,1439478362508790,1447410652884049,1422953282903407,1415985114894885,30,
142,1439478362758789,1447410653134050,1422953283153374,1415985115144850,30,
143,1439478363008793,1447410653384053,1422953283403341,1415985115457308,30,
144,1439478363258796,1447410653634056,1422953283653309,1415985115769777,30,
145,1439478549011478,1447410927949249,1422953527433892,1415985316805072,79,
146,1439478549261482,1447410928261751,1422953527746351,1415985317117527,79,
147,1439478549511486,1447410928574253,1422953528058810,1415985317429987,79,
148,1439478549761491,1447410928886755,1422953528371269,1415985317679952,79,
149,1439478550011497,1447410929199256,1422953528683728,1415985317992412,79,
150,1439479957908233,1447411950522460,1422954716654516,1415986237056003,268,
151,1439479959158242,1447411951022467,1422954717216943,1415986237618427,268,
152,1439479960408261,1447411951522473,1422954717779371,1415986238180851,268,
153,1439479961595776,1447411952084980,1422954718404290,1415986238743276,268,
154,1439479962970804,1447411952647487,1422954719091702,1415986239430686,268,
155,1439480946486441,1447413036471821,1422955478744113,1415987246295542,421,
156,1439480946861448,1447413054347005,1422955479244048,1415987246545508,421,
157,1439480947236454,1447413055847025,1422955479806476,1415987246857965,421,
158,1439480947611459,1447413057222041,1422955480368905,1415987247170424,421,
159,1439480948048967,1447413058222052,1422955480993824,1415987247420391,421,
160,1439480469978855,1447412331964089,1422955034551123,1415986534266069,318,
161,1439480470291364,1447412332276592,1422955034863582,1415986534516035,318,
162,1439480470603870,1447412332651591,1422955035176043,1415986534766004,318,
163,1439480470978876,1447412332964096,1422955035488502,1415986535015970,318,
164,1439480471353882,1447412333276598,1422955035800962,1415986535265933,318,
165,1439480600480925,1447412478778179,1422955124664547,1415986618129809,339,
166,1439480600855929,1447412479278183,1422955125164482,1415986618379778,339,
167,1439480601168440,1447412479778188,1422955125601926,1415986618629744,339,
168,1439480601543439,1447412480278195,1422955126101862,1415986618879710,339,
169,1439480601918443,1447412480778200,1422955126601798,1415986619129677,339,
170,1439480712795214,1447412590091904,1422955257210032,1415986791669020,364,
171,1439480713107718,1447412590466909,1422955257584983,1415986792356428,364,
172,1439480713482725,1447412590841914,1422955258022427,1415986792981345,364,
173,1439480713857731,1447412591216929,1422955258459871,1415986793606256,364,
174,1439480714170232,1447412591654421,1422955258897314,1415986794293668,364,
175,1439479222584229,1447411639081640,1422954554300443,1415986006274548,226,
176,1439479222959233,1447411639581644,1422954554675395,1415986006587011,226,
177,1439479223334238,1447411640081649,1422954555050347,1415986006899468,226,
178,1439479223709244,1447411640644176,1422954555425298,1415986007211922,226,
179,1439479224084256,1447411641144175,1422954555800249,1415986007524385,226,
180,1439478650137978,1447411021887695,1422953625983508,1415985414166915,109,
181,1439478650887984,1447411022325199,1422953632732626,1415985414604352,109,
182,1439478651450493,1447411022700200,1422953634482398,1415985414979301,109,
183,1439478651950500,1447411023075206,1422953635419776,1415985415354252,109,
184,1439478652388008,1447411023387708,1422953636107186,1415985415729201,109,
185,1439480918923509,1447412973658612,1422955445935821,1415987221111419,413,
186,1439480919361018,1447412974221118,1422955446435755,1415987221486368,413,
187,1439480919798518,1447412974783625,1422955446935691,1415987221861317,413,
188,1439480920236026,1447412975346132,1422955447498119,1415987222298760,413,
189,1439480920673534,1447412975908639,1422955448060547,1415987222736199,413,
190,1439479232334381,1447411652144272,1422954563861709,1415986019522767,229,
191,1439479232709384,1447411652581777,1422954564236660,1415986020147681,229,
192,1439479233084390,1447411653019283,1422954564611613,1415986020710108,229,
193,1439479233396894,1447411653456790,1422954564986564,1415986021210042,229,
194,1439479233771904,1447411653894294,1422954565361517,1415986021709975,229,
195,1439480937861307,1447412996846370,1422955469182840,1415987238546581,419,
196,1439480938298814,1447412997346375,1422955469807758,1415987238984022,419,
197,1439480938736324,1447412997846382,1422955470495171,1415987239483953,419,
198,1439480939236333,1447412998408889,1422955471307567,1415987240108869,419,
199,1439480939861345,1447412999033897,1422955472119962,1415987240796279,419,
200,1439478213194257,1447410532945462,1422953159294626,1415984998535649,3,
201,1439478224694407,1447410539195517,1422953162231741,1415984999535512,3,
202,1439478240819607,1447410551820619,1422953169668264,1415985000660360,3,
203,1439478242257125,1447410553133131,1422953175917444,1415985003784935,3,
204,1439478243507146,1447410554508146,1422953177542230,1415985017658057,3,
205,1439478942829919,1447411338640967,1422953894948403,1415985695941369,169,
206,1439478943204925,1447411339140972,1422953895385847,1415985696253827,169,
207,1439478943642423,1447411339640978,1422953895823289,1415985696503794,169,
208,1439478944017426,1447411340140982,1422953896260732,1415985696753757,169,
209,1439478944392428,1447411340640986,1422953896698176,1415985697003724,169,
210,1439478673638328,1447411044200420,1422953660791461,1415985432351957,116,
211,1439478674013334,1447411044575425,1422953661166412,1415985432664416,116,
212,1439478674388343,1447411044950428,1422953661541363,1415985432976872,116,
213,1439478674763346,1447411045325433,1422953661916313,1415985433289330,116,
214,1439478675138350,1447411045762937,1422953662291264,1415985433601788,116,
215,1439481044050515,1447413165660744,1422955572107143,1415987322285354,446,
216,1439481044300518,1447413165910745,1422955572419603,1415987322535320,446,
217,1439481044550523,1447413166160747,1422955572669571,1415987322722793,446,
218,1439481044800527,1447413166410750,1422955572982031,1415987322972757,446,
219,1439481045050530,1447413166723255,1422955573231999,1415987323160236,446,
220,1439479034268823,1447411427954400,1422954330766821,1415985905100675,196,
221,1439479035206336,1447411428391907,1422954331329248,1415985905475625,196,
222,1439479036643859,1447411428891912,1422954331891675,1415985905850574,196,
223,1439479045206490,1447411429454414,1422954332454103,1415985906225523,196,
224,1439479071644395,1447411430079419,1422954333016530,1415985906600471,196,
225,1439478353508654,1447410645071480,1422953272779736,1415985104458799,26,
226,1439478353758657,1447410645321487,1422953273029701,1415985104833746,26,
227,1439478354008662,1447410645508984,1422953273342161,1415985105146205,26,
228,1439478354258666,1447410645758985,1422953273592128,1415985105458661,26,
229,1439478354508673,1447410645946485,1422953273904587,1415985105833611,26,
230,1439479694654090,1447411934772297,1422954703843666,1415986174251947,264,
231,1439479695716595,1447411935209808,1422954704343601,1415986175689257,264,
232,1439479696716608,1447411935709809,1422954704781045,1415986219558358,264,
233,1439479697779125,1447411936209812,1422954705218489,1415986220620715,264,
234,1439479698904142,1447411936709817,1422954705655932,1415986221495594,264,
235,1439478775889870,1447411199702018,1422953777526216,1415985593892642,140,
236,1439478776389875,1447411200077027,1422953777901167,1415985594330084,140,
237,1439478776827377,1447411200452030,1422953778276119,1415985594830015,140,
238,1439478777202382,1447411200827032,1422953778713560,1415985595267457,140,
239,1439478777577388,1447411201202036,1422953779151004,1415985595704895,140,
240,1439479201708891,1447411611018839,1422954532615741,1415985985589837,220,
241,1439479202208897,1447411611706342,1422954533178168,1415985986152259,220,
242,1439479202708903,1447411612393846,1422954533678104,1415985986714686,220,
243,1439479203146410,1447411613081353,1422954534178039,1415985987277110,220,
244,1439479203583918,1447411613768859,1422954534677975,1415985987839534,220,
245,1439478551199020,1447410930636767,1422953530121041,1415985319242243,80,
246,1439478551449021,1447410930949271,1422953530433499,1415985319554700,80,
247,1439478551699025,1447410931261774,1422953530745959,1415985319804667,80,
248,1439478551949027,1447410931574277,1422953531058418,1415985320117121,80,
249,1439478552199030,1447410931886783,1422953531370876,1415985320429581,80,
250,1439479219709184,1447411634456589,1422954550988370,1415986003274955,225,
251,1439479220084188,1447411634956595,1422954551425814,1415986003587414,225,
252,1439479220459195,1447411635456601,1422954551863257,1415986003962363,225,
253,1439479220896700,1447411636019106,1422954552238209,1415986004337311,225,
254,1439479221271706,1447411636519111,1422954552675653,1415986004712262,225,
255,1439480801296635,1447412834157085,1422955325388782,1415987075693419,380,
256,1439480801734143,1447412836282106,1422955325701242,1415987076005877,380,
257,1439480802171652,1447412837219620,1422955326013701,1415987076318331,380,
258,1439480802609160,1447412837907126,1422955326326163,1415987076693283,380,
259,1439480803109171,1447412838532131,1422955326638625,1415987077005743,380,
260,1439481093926310,1447413273161949,1422955631537026,1415987399837454,469,
261,1439481094176314,1447413273599463,1422955631786994,1415987400087424,469,
262,1439481094488823,1447413274161960,1422955632099454,1415987400337389,469,
263,1439481094801327,1447413274911968,1422955632349422,1415987400587354,469,
264,1439481095113833,1447413282287052,1422955632661882,1415987400837324,469,
265,1439480953299066,1447413065972134,1422955489492735,1415987250857428,423,
266,1439480953736573,1447413066534644,1422955490055162,1415987251107396,423,
267,1439480954111576,1447413067159649,1422955490617590,1415987251357363,423,
268,1439480954486578,1447413067784656,1422955491180018,1415987251669821,423,
269,1439480954861585,1447413068409667,1422955491742446,1415987251919788,423,
270,1439480865547652,1447412913220444,1422955384318723,1415987169430848,397,
271,1439480865860158,1447412913532948,1422955384631182,1415987169680813,397,
272,1439480866172667,1447412913845450,1422955385006134,1415987169993273,397,
273,1439480866485173,1447412914157955,1422955385381086,1415987170305731,397,
274,1439480866797678,1447412914470461,1422955385756038,1415987170618187,397,
275,1439479107707436,1447411554330740,1422954472436010,1415985940658383,208,
276,1439479107957441,1447411554643244,1422954472748469,1415985940908352,208,
277,1439479108269943,1447411554955748,1422954473060930,1415985941158319,208,
278,1439479108519947,1447411555268248,1422954473373388,1415985941408284,208,
279,1439479108832455,1447411555580753,1422954473685848,1415985941658252,208,
280,1439478278195128,1447410594196009,1422953216099669,1415985056902739,10,
281,1439478278632632,1447410594508514,1422953216474620,1415985057215197,10,
282,1439478279007639,1447410594883513,1422953216849571,1415985057465163,10,
283,1439478279445143,1447410595196017,1422953217224522,1415985057715127,10,
284,1439478279820142,1447410595508530,1422953217599472,1415985057965094,10,
285,1439480253725407,1447412148774603,1422954898568603,1415986435029397,288,
286,1439480254037910,1447412149274605,1422954898881063,1415986435341856,288,
287,1439480254350412,1447412149774613,1422954899193523,1415986435654312,288,
288,1439480254662921,1447412150212118,1422954899505982,1415986435966772,288,
289,1439480254975424,1447412150649623,1422954899818442,1415986436279225,288,
290,1439478916079504,1447411309265665,1422953862140179,1415985675881576,162,
291,1439478916517011,1447411309765667,1422953863390016,1415985676194033,162,
292,1439478916954520,1447411310328172,1422953864639853,1415985676506490,162,
293,1439478917392027,1447411310890678,1422953865764707,1415985676818950,162,
294,1439478917829535,1447411311453179,1422953866764578,1415985677193899,162,
295,1439478262007399,1447410582195897,1422953204226227,1415985046279175,6,
296,1439478262444905,1447410582508394,1422953204538686,1415985046654124,6,
297,1439478262819909,1447410582820898,1422953204851145,1415985046966586,6,
298,1439478263194911,1447410583133402,1422953205226096,1415985047279043,6,
299,1439478263632418,1447410583445902,1422953205538555,1415985047653992,6,
300,1439480640356567,1447412527841216,1422955173845731,1415986649938041,350,
301,1439480640669069,1447412528216219,1422955174220684,1415986650312989,350,
302,1439480640981572,1447412528591226,1422955174595635,1415986650687940,350,
303,1439480641294074,1447412528966228,1422955174970587,1415986651062891,350,
304,1439480641606580,1447412529341235,1422955175345539,1415986651437839,350,
305,1439478892454143,1447411274015290,1422953830956745,1415985658883868,157,
306,1439478892829143,1447411274452798,1422953831456680,1415985659196326,157,
307,1439478893141645,1447411274952800,1422953831956614,1415985659508784,157,
308,1439478893516651,1447411275452808,1422953832456550,1415985659821241,157,
309,1439478893891656,1447411275952814,1422953832956482,1415985660196191,157,
310,1439479820718572,1447411946084920,1422954712780014,1415986231306778,267,
311,1439479821968588,1447411946647425,1422954713154966,1415986231806708,267,
312,1439479823281100,1447411947147428,1422954713529917,1415986232431627,267,
313,1439479824906126,1447411947709933,1422954713967362,1415986233056542,267,
314,1439479826781159,1447411948272438,1422954714404805,1415986233681456,267,
315,1439479082582052,1447411528080455,1422954444502118,1415985915911715,199,
316,1439479082894558,1447411528455460,1422954444877068,1415985916224175,199,
317,1439479083207061,1447411528767963,1422954445252021,1415985916536634,199,
318,1439479083519564,1447411529142970,1422954445564480,1415985916849088,199,
319,1439479083832067,1447411529455472,1422954445876940,1415985917161549,199,
320,1439478912766944,1447411305078121,1422953853828763,1415985673194439,161,
321,1439478913141951,1447411305515629,1422953854453681,1415985673506894,161,
322,1439478913516957,1447411305953135,1422953855203583,1415985673819354,161,
323,1439478913891965,1447411306390639,1422953856015977,1415985674131810,161,
324,1439478914266971,1447411306890641,1422953856953356,1415985674444269,161,
325,1439478542073871,1447410918574151,1422953518747527,1415985309368578,76,
326,1439478542323876,1447410918886652,1422953519059985,1415985309681036,76,
327,1439478542636384,1447410919199157,1422953519372445,1415985309993490,76,
328,1439478542948887,1447410919511656,1422953519747396,1415985310305951,76,
329,1439478543198892,1447410919886658,1422953520059856,1415985310618409,76,
330,1439480704232585,1447412583279319,1422955250460898,1415986775671167,362,
331,1439480705170097,1447412583654324,1422955250835849,1415986776733519,362,
332,1439480705982605,1447412584091829,1422955251210801,1415986777795882,362,
333,1439480706670116,1447412584529333,1422955251585753,1415986778983219,362,
334,1439480707232626,1447412584966839,1422955251960705,1415986780608004,362,
335,1439479475838168,1447411759645418,1422954683221322,1415986125883453,258,
336,1439479478338205,1447411760020423,1422954683596273,1415986126258405,258,
337,1439479480775745,1447411760395428,1422954683971225,1415986126633355,258,
338,1439479483650789,1447411760770432,1422954684346177,1415986127008304,258,
339,1439479490088389,1447411761145439,1422954684721130,1415986127383252,258,
340,1439478464197737,1447410807323039,1422953343520463,1415985160013774,45,
341,1439478464572741,1447410807698043,1422953343895413,1415985160388738,45,
342,1439478464947747,1447410808073048,1422953344270365,1415985160763673,45,
343,1439478465322752,1447410808448053,1422953344645315,1415985161138622,45,
344,1439478465697758,1447410808885558,1422953345020266,1415985161513574,45,
345,1439480375602351,1447412229462978,1422954973871420,1415986506394809,306,
346,1439480376227362,1447412229900483,1422954974183882,1415986506707271,306,
347,1439480376852374,1447412230400489,1422954974558832,1415986507019728,306,
348,1439480377477385,1447412230900495,1422954974871292,1415986507332183,306,
349,1439480378039894,1447412231400500,1422954975183751,1415986507644645,306,
350,1439481055175681,1447413179473399,1422955586480301,1415987351468938,452,
351,1439481055425684,1447413179785901,1422955586730270,1415987351968874,452,
352,1439481055675690,1447413180098405,1422955587042728,1415987352468805,452,
353,1439481055925694,1447413180348410,1422955587292696,1415987352968739,452,
354,1439481056175699,1447413180660912,1422955587605157,1415987353468673,452,
355,1439481018800100,1447413129097854,1422955541736036,1415987298538537,434,
356,1439481019050104,1447413129347843,1422955542048497,1415987298850996,434,
357,1439481019300112,1447413129597845,1422955542360957,1415987299100962,434,
358,1439481019550114,1447413129847849,1422955542673417,1415987299350926,434,
359,1439481019800120,1447413130097851,1422955542985876,1415987299600894,434,
360,1439478539886344,1447410915699123,1422953514560575,1415985307118882,75,
361,1439478540136345,1447410916074130,1422953514873034,1415985307493831,75,
362,1439478540448851,1447410916386631,1422953515247985,1415985307806289,75,
363,1439478540761356,1447410916761635,1422953515560444,1415985308118746,75,
364,1439478541073859,1447410917074139,1422953515872903,1415985308431205,75,
365,1439480464853761,1447412326651524,1422955029426780,1415986529954150,316,
366,1439480465103763,1447412326964028,1422955029739240,1415986530204113,316,
367,1439480465416268,1447412327214032,1422955030051701,1415986530454083,316,
368,1439480465666273,1447412327526536,1422955030364161,1415986530704047,316,
369,1439480465978778,1447412327839041,1422955030676620,1415986530954012,316,
370,1439478614824962,1447410985637333,1422953588863360,1415985378234266,99,
371,1439478615137468,1447410986012338,1422953589238311,1415985378484235,99,
372,1439478615449971,1447410986324842,1422953589613262,1415985378796692,99,
373,1439478615824974,1447410986637348,1422953589988213,1415985379109150,99,
374,1439478616199976,1447410986949847,1422953590363164,1415985379359115,99,
375,1439479229271830,1447411648019234,1422954560737113,1415986012211253,228,
376,1439479229646839,1447411648519240,1422954561112064,1415986012711184,228,
377,1439479230021842,1447411649081747,1422954561487014,1415986013336100,228,
378,1439479230334349,1447411649519250,1422954561861968,1415986014148490,228,
379,1439479230709356,1447411650019255,1422954562236919,1415986015210848,228,
380,1439478250694753,1447410574570828,1422953183166492,1415985023657243,4,
381,1439478252882282,1447410575695839,1422953191102950,1415985025969430,4,
382,1439478254194805,1447410576445843,1422953197164655,1415985039530088,4,
383,1439478255194814,1447410577070846,1422953198164522,1415985040529958,4,
384,1439478256007325,1447410577570851,1422953198851932,1415985041217364,4,
385,1439481086551183,1447413263036841,1422955624225463,1415987393900754,466,
386,1439481086863686,1447413263474344,1422955624537923,1415987394150720,466,
387,1439481087113687,1447413263849350,1422955624787890,1415987394400682,466,
388,1439481087426192,1447413264286852,1422955625100351,1415987394650651,466,
389,1439481087676198,1447413264724356,1422955625350318,1415987394838126,466,
390,1439478754264537,1447411157201586,1422953740093603,1415985523839601,137,
391,1439478754639541,1447411157639089,1422953740593537,1415985524214551,137,
392,1439478755014546,1447411158139095,1422953741093472,1415985524527006,137,
393,1439478755389552,1447411158639104,1422953741655898,1415985524901958,137,
394,1439478755827060,1447411159139107,1422953742218325,1415985525276906,137,
395,1439478972330359,1447411377766378,1422954199846276,1415985721625405,178,
396,1439478972642866,1447411378078877,1422954200283719,1415985721937862,178,
397,1439478972955371,1447411378391381,1422954200721163,1415985722187827,178,
398,1439478973267877,1447411378703884,1422954201158606,1415985722437793,178,
399,1439478973580384,1447411379016388,1422954201596049,1415985722687759,178,
400,1439478608887372,1447410980512282,1422953582114243,1415985373484911,97,
401,1439478609199878,1447410980824785,1422953582489194,1415985373797370,97,
402,1439478609512383,1447410981199791,1422953582864144,1415985374109824,97,
403,1439478609887391,1447410981449792,1422953583239095,1415985374359792,97,
404,1439478610199894,1447410981762298,1422953583614047,1415985374672247,97,
405,1439478617762493,1447410988324862,1422953591987952,1415985380671439,100,
406,1439478618137495,1447410988637364,1422953592300412,1415985380983899,100,
407,1439478618512502,1447410988949869,1422953592612870,1415985381296356,100,
408,1439478618950009,1447410989324871,1422953592987821,1415985381608811,100,
409,1439478619387516,1447410989699877,1422953593300280,1415985381858780,100,
410,1439478666950737,1447411037762864,1422953652292571,1415985427665092,114,
411,1439478667325741,1447411038137871,1422953652667522,1415985427977547,114,
412,1439478667700748,1447411038512869,1422953653042473,1415985428290003,114,
413,1439478668013254,1447411038887870,1422953653417424,1415985428539981,114,
414,1439478668388260,1447411039262872,1422953653792374,1415985428852429,114,
415,1439478635262762,1447411005512536,1422953609548156,1415985395981872,106,
416,1439478635575262,1447411005887537,1422953609860616,1415985396294329,106,
417,1439478635887766,1447411006262541,1422953610173075,1415985396606784,106,
418,1439478636200280,1447411006637560,1422953610548026,1415985396919245,106,
419,1439478636512772,1447411007012552,1422953610922976,1415985397231702,106,
420,1439479092144700,1447411538143060,1422954455938140,1415985926660270,203,
