,Serie,northing.1,timestamp,easting
820,167,5735586.55306,1447411330078379,620217.491902
821,167,5735588.17752,1447411330578382,620216.136867
822,167,5735589.77016,1447411331078388,620214.722238
823,167,5735591.30711,1447411331578395,620213.225717
824,167,5735592.91538,1447411332015897,620211.839092
1660,335,5734769.02896,1447412463403023,619892.455955
1661,335,5734770.19159,1447412463778025,619890.711933
1662,335,5734771.38739,1447412464153029,619888.961656
1663,335,5734772.54644,1447412464590534,619886.871268
1664,335,5734773.58609,1447412465028038,619884.748859
135,30,5735724.33712,1447410652696545,620082.279756
136,30,5735726.57948,1447410652884049,620081.98376
137,30,5735728.65901,1447410653134050,620081.616499
138,30,5735730.92051,1447410653384053,620081.242335
139,30,5735732.99191,1447410653634056,620080.900457
1070,217,5736001.76577,1447411595706177,619853.565303
1071,217,5736000.82412,1447411596331185,619851.601528
1072,217,5735999.94358,1447411596956191,619849.543399
1073,217,5735999.04119,1447411597518695,619847.669394
1074,217,5735998.07947,1447411598081203,619845.737972
1800,363,5735006.56541,1447412586841863,619619.498158
1801,363,5735007.29864,1447412587216868,619621.585528
1802,363,5735007.88668,1447412587591873,619623.621291
1803,363,5735008.57802,1447412587966877,619625.680993
1804,363,5735009.29788,1447412588341882,619627.776184
345,72,5735550638.0,1447410902323996,620337.088459
346,72,5735548.66154,1447410902761497,620337.913778
347,72,5735546.46818,1447410903199002,620338.763318
348,72,5735544.54458,1447410903636506,620339.557718
349,72,5735542.64454,1447410904074010,620340.332141
1950,393,5735271.05403,1447412901282827,619991.708228
1951,393,5735273.23431,1447412901657817,619991.055528
1952,393,5735275.40924,1447412902032819,619990.383384
1953,393,5735277.33483,1447412902407826,619989.725966
1954,393,5735279.49444,1447412902782828,619989.084665
2180,439,5735645.74231,1447413140722976,620091.039973
2181,439,5735647.94636,1447413141097983,620090.93997
2182,439,5735650.33828,1447413141472986,620090.923342
2183,439,5735652.54886,1447413141847987,620090.825852
2184,439,5735654.93224,1447413142285490,620090.708886
540,111,5735239.7885,1447411027887754,620623.735011
541,111,5735239.98552,1447411028262761,620621.494747
542,111,5735240.17132,1447411028575260,620619.435329
543,111,5735240.38016,1447411028887764,620617.389229
544,111,5735240.51521,1447411029262782,620615.197971
2135,430,5735478527.0,1447413120535251,620099.460675
2136,430,5735480.77528,1447413120847755,620098.840756
2137,430,5735482.90563,1447413121160258,620098.271015
2138,430,5735485.17005,1447413121410261,620097.740497
2139,430,5735487.27091,1447413121660264,620097.243302
1810,365,5735018.08929,1447412593466941,619655.713829
1811,365,5735018.6383,1447412593904445,619657.813432
1812,365,5735019.14071,1447412594279450,619659.759496
1813,365,5735019.70266,1447412594716957,619661.885164
1814,365,5735020.27229,1447412595154459,619664.157858
45,12,5735731.61839,1447410599821060,620005.30159
46,12,5735729.50924,1447410600133562,620006.037704
47,12,5735727.36584,1447410600446065,620007.063944
48,12,5735725.29617,1447410600758570,620007.753181
49,12,5735723.20743,1447410601071072,620008.485917
1075,218,5735993.63091,1447411600643730,619836.597816
1076,218,5735992.65183,1447411601206239,619834.621488
1077,218,5735991.76315,1447411601768740,619832.773378
1078,218,5735990.80258,1447411602393743,619830.848438
1079,218,5735989.75498,1447411603018749,619829.014486
505,104,5735339.76852,1447410999262473,620670.801307
506,104,5735337.69023,1447410999574981,620670.888892
507,104,5735335.43713,1447410999887482,620670.984267
508,104,5735333.33512,1447411000324988,620671.160601
509,104,5735331.12699,1447411000699989,620671.274264
2060,415,5735463.1027,1447412983596226,619935.933334
2061,415,5735461.16807,1447412984033730,619936.462584
2062,415,5735458.97637,1447412984471233,619937.065285
2063,415,5735456.70491,1447412984908736,619937.649114
2064,415,5735454.73932,1447412985346241,619938.253789
2160,435,5735569.05389,1447413131222858,620091.217551
2161,435,5735571.30627,1447413131472861,620091.363411
2162,435,5735573.36887,1447413131722864,620091.483931
2163,435,5735575.60544,1447413131972870,620091.599983
2164,435,5735577.68169,1447413132222871,620091.786051
50,13,5735713.51964,1447410602383587,620011.603334
51,13,5735711.46689,1447410602633589,620012.236701
52,13,5735709.48233,1447410602883589,620012.874757
53,13,5735707.44064,1447410603196092,620013.684525
54,13,5735705482.0,1447410603446105,620014.333806
2250,453,5735907.76487,1447413182035925,620061.805967
2251,453,5735910.16588,1447413182348431,620061.377198
2252,453,5735912.36235,1447413182660937,620061.046774
2253,453,5735914.78398,1447413182973437,620060.697383
2254,453,5735916.93,1447413183285941,620060.486666
2115,426,5735423.73178,1447413093534951,620065.540109
2116,426,5735424.44235,1447413094847469,620067.496062
2117,426,5735425.29386,1447413096097480,620069.397326
2118,426,5735425.93671,1447413097284993,620071.339884
2119,426,5735426.77122,1447413098347506,620073.313543
1085,220,5735975.48336,1447411611018839,619804.758527
1086,220,5735974.19999,1447411611706342,619802.979033
1087,220,5735972.89347,1447411612393846,619801.311048
1088,220,5735971.70912,1447411613081353,619799.593128
1089,220,5735970.50069,1447411613768859,619797.847344
910,185,5735798.11507,1447411401829123,620203.377813
911,185,5735799.71427,1447411402079127,620201.851295
912,185,5735801.45898,1447411402329127,620200.209557
913,185,5735803.07217,1447411402579131,620198.694772
914,185,5735804.81647,1447411402829134,620197.059951
115,26,5735649.84278,1447410645071480,620091.616993
116,26,5735651.89692,1447410645321487,620091.467391
117,26,5735654.12003,1447410645508984,620091.379172
118,26,5735656.18658,1447410645758985,620091.263938
119,26,5735658.40276,1447410645946485,620091.162344
1795,362,5735001.03827,1447412583279319,619601.494177
1796,362,5735001.67977,1447412583654324,619603.442262
1797,362,5735002.37229,1447412584091829,619605.631349
1798,362,5735003.02466,1447412584529333,619607.805412
1799,362,5735003.57703,1447412584966839,619609.994555
1710,345,5734840.76064,1447412508966011,619752.62821
1711,345,5734840.83978,1447412509466017,619750.389458
1712,345,5734841.00971,1447412509966026,619748.190878
1713,345,5734841.34475,1447412510466032,619745.957675
1714,345,5734841.59335,1447412510966036,619743.763394
895,182,5735758.39344,1447411393141532,620243.402165
896,182,5735760.45509,1447411393766539,620243.151289
897,182,5735762.16061,1447411394329045,620242.35992
898,182,5735764.00125,1447411394829049,620241.27369
899,182,5735765.54774,1447411395329059,620239.754902
1300,263,5735363.92323,1447411915959591,619870.490159
1301,263,5735361.93382,1447411916959604,619870.585525
1302,263,5735359.93198,1447411918397123,619870.670821
1303,263,5735357.93582,1447411924459689,619870.652879
1304,263,5735356.55457,1447411931522260,619870.955792
1685,340,5734838.11638,1447412483153234,619834.766813
1686,340,5734839.94636,1447412483715739,619833.701016
1687,340,5734841.98462,1447412484278240,619832.674641
1688,340,5734843.92883,1447412484903246,619831.62555
1689,340,5734845.96495,1447412485528252,619830.682104
650,133,5735167.62944,1447411142451441,620380.576039
651,133,5735168.05611,1447411142826442,620382.529206
652,133,5735168.63179,1447411143263944,620384.716369
653,133,5735169.08705,1447411143638946,620386.681541
654,133,5735169.59829,1447411144013949,620388.650241
1005,204,5736097.71886,1447411541393095,620033.307901
1006,204,5736099.90386,1447411541768096,620032.879472
1007,204,5736101.7437,1447411542205601,620032.387693
1008,204,5736103.48657,1447411542643107,620031.908693
1009,204,5736104.86282,1447411543080615,620031.345836
1265,256,5735478.26773,1447411753645356,619857.033418
1266,256,5735476.18716,1447411754020367,619857.293518
1267,256,5735474.15085,1447411754395365,619857.652075
1268,256,5735472.42509,1447411754707869,619857.883269
1269,256,5735470.47697,1447411755082872,619858.140129
1245,252,5735551.87554,1447411737645189,619843.993487
1246,252,5735549.73483,1447411738207694,619844.44633
1247,252,5735547.57229,1447411738645199,619844.757413
1248,252,5735545.36924,1447411739145208,619845.070633
1249,252,5735543.34794,1447411739645210,619845.393088
60,15,5735681.37233,1447410607133622,620024.404589
61,15,5735679.4038,1447410607383625,620025.218808
62,15,5735677.36325,1447410607633625,620025.962065
63,15,5735675.33121,1447410607883626,620026.717845
64,15,5735673.39649,1447410608133632,620027.550412
2015,406,5735498.48676,1447412941283259,619911.988318
2016,406,5735500.57753,1447412941720765,619911.059575
2017,406,5735502.52866,1447412942158275,619910.183981
2018,406,5735504.49901,1447412942533275,619909.656423
2019,406,5735506.47557,1447412942970781,619908.866466
1130,229,5735876.07106,1447411652144272,619668.765906
1131,229,5735874.77562,1447411652581777,619667.011701
1132,229,5735873.41414,1447411653019283,619665.306458
1133,229,5735872.11997,1447411653456790,619663.629599
1134,229,5735870.77166,1447411653894294,619661.959702
2145,432,5735512.65553,1447413124910309,620090.752119
2146,432,5735514783.0,1447413125160295,620090.365264
2147,432,5735517.08504,1447413125410300,620090.089947
2148,432,5735519.16842,1447413125660298,620089.751233
2149,432,5735521.4343,1447413125910299,620089.411523
1190,241,5735714.03176,1447411705769849,619717.18214
1191,241,5735712.43002,1447411706082352,619718.606748
1192,241,5735710.92299,1447411706394861,619720.172259
1193,241,5735709.2585,1447411706707358,619721.707456
1194,241,5735707.86585,1447411707019863,619723.138782
30,9,5735785.50884,1447410591008479,619986.923815
31,9,5735783.53493,1447410591383483,619987.669013
32,9,5735781.35323,1447410591820983,619988.544009
33,9,5735779.31672,1447410592195983,619989.342522
34,9,5735777.38156,1447410592570987,619990.128226
295,62,5735732.24868,1447410844073402,620276.482365
296,62,5735730.15883,1447410844385906,620277.624148
297,62,5735728.1736,1447410844698408,620278.670769
298,62,5735726.08221,1447410844948415,620279.526519
299,62,5735723.9204,1447410845198415,620280.277536
1855,374,5735062.57773,1447412779281469,619809.538328
1856,374,5735062.98689,1447412779781474,619811.625535
1857,374,5735063.37846,1447412780281479,619813.7476
1858,374,5735063.73909,1447412780781485,619815.769339
1859,374,5735064.07523,1447412781343994,619817.914595
680,139,5735214.66765,1447411195326986,620474.88389
681,139,5735216.15697,1447411195951991,620476.113709
682,139,5735217.60435,1447411196514496,620476.988532
683,139,5735218.99476,1447411197076998,620477.584123
684,139,5735220.77504,1447411197577001,620477.708998
1275,258,5735450.01585,1447411759645418,619861.440725
1276,258,5735448.41584,1447411760020423,619861.636731
1277,258,5735446.6224,1447411760395428,619861.828437
1278,258,5735444.90236,1447411760770432,619862.003994
1279,258,5735443.58974,1447411761145439,619862.15572
570,117,5735236.63494,1447411047825462,620511.101986
571,117,5735236.27542,1447411048325468,620508.948939
572,117,5735235.8509,1447411048825473,620506.948412
573,117,5735235.39945,1447411049387977,620504.88982
574,117,5735234.94738,1447411050012984,620502.83841
2170,437,5735606.78252,1447413135535410,620092.279171
2171,437,5735609.20651,1447413135785413,620092.245084
2172,437,5735611.45011,1447413136035423,620092.198159
2173,437,5735613.87447,1447413136347921,620092.125407
2174,437,5735616.1715,1447413136660427,620092.048269
905,184,5735784.98167,1447411399704108,620217.212338
906,184,5735786.45915,1447411399954111,620215.542553
907,184,5735788.09653,1447411400204114,620214.035628
908,184,5735789.6084,1447411400454116,620212.332378
909,184,5735791.24784,1447411400704120,620210.756748
1720,347,5734848.54094,1447412516966104,619716.364225
1721,347,5734849.26042,1447412517403606,619714.194936
1722,347,5734850.06562,1447412517841108,619711.852347
1723,347,5734850.76129,1447412518216114,619709.97574
1724,347,5734851.36483,1447412518591119,619708.036767
705,144,5735302.39402,1447411209952126,620444.416248
706,144,5735304.46191,1447411210264630,620443.389899
707,144,5735306.38156,1447411210514631,620442.620267
708,144,5735308.47181,1447411210764636,620441.769204
709,144,5735310.30508,1447411211014638,620440.967692
165,36,5735843.58267,1447410663446644,620071.239449
166,36,5735845.58053,1447410663696647,620071.056413
167,36,5735847.86359,1447410663946650,620070.857735
168,36,5735850.29801,1447410664196652,620070.746217
169,36,5735852.67615,1447410664446655,620070.546974
380,79,5735561.63862,1447410927949249,620443.14829
381,79,5735562.41314,1447410928261751,620444.983361
382,79,5735563.22507,1447410928574253,620446.952858
383,79,5735563.97791,1447410928886755,620448.965349
384,79,5735564.79849,1447410929199256,620450.927666
1515,306,5734970.31881,1447412229462978,619773.130411
1516,306,5734970.68559,1447412229900483,619775.149788
1517,306,5734970.9797,1447412230400489,619777.391292
1518,306,5734971.35208,1447412230900495,619779.55305
1519,306,5734971.64071,1447412231400500,619781.684759
2175,438,5735626.4962,1447413137972946,620091.735624
2176,438,5735628.64188,1447413138285448,620091.64624
2177,438,5735630.97213,1447413138597954,620091.547617
2178,438,5735633.1468,1447413138910455,620091.449825
2179,438,5735635.49282,1447413139222959,620091.42685
1330,269,5735267.5855,1447411955272518,619880.096681
1331,269,5735265.75345,1447411955835025,619880.366718
1332,269,5735263.63816,1447411956397532,619880.640826
1333,269,5735261.53946,1447411957022536,619881.011091
1334,269,5735259.51651,1447411957647540,619881.451062
1630,329,5734762.61761,1447412442465296,619996.715229
1631,329,5734760.94006,1447412443027791,619995.457435
1632,329,5734759.3838,1447412443527795,619994.022128
1633,329,5734758.07767,1447412444027800,619992.41497
1634,329,5734757.00315,1447412444465303,619990.734136
1035,210,5736075.3118,1447411560018299,619935.052375
1036,210,5736074.58431,1447411560330803,619933.056754
1037,210,5736073.7168,1447411560705807,619930.807555
1038,210,5736072.82914,1447411561080811,619928.684763
1039,210,5736072.00809,1447411561455814,619926.46193
730,149,5735393.69992,1447411220889738,620404.480736
731,149,5735395729.0,1447411221139743,620403.675953
